Scenario,CNN Model,Input Type,Target Type,Trial,Day,Hour,Class 0 F1 Score,Class 1 F1 Score,Class 2 F1 Score,Class 3 F1 Score,Class 4 F1 Score,Class 5 F1 Score,Class 6 F1 Score,Class 0 Jaccard Index,Class 1 Jaccard Index,Class 2 Jaccard Index,Class 3 Jaccard Index,Class 4 Jaccard Index,Class 5 Jaccard Index,Class 6 Jaccard Index
SMS,cgnet,rois,multiclass,1,1,8am,0.7615550756454468,0.5371344685554504,0.4663847982883453,0.0,0.0,0.0,0.0,0.6149284839630127,0.367179661989212,0.3041081130504608,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,9am,0.7922902703285217,0.5659797191619873,0.492682933807373,0.0,0.0,0.0,0.0,0.6560270190238953,0.3946804106235504,0.3268608450889587,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,10am,0.7919589877128601,0.568230390548706,0.4941983222961426,0.0,0.0,0.0,0.0,0.6555729508399963,0.3968727588653564,0.3281961381435394,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,11am,0.7899295091629028,0.5666183829307556,0.5188879370689392,0.0,0.0,0.0,0.0,0.65279620885849,0.3953018486499786,0.3503367304801941,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,12pm,0.798157274723053,0.5747178196907043,0.53421550989151,0.0,0.0,0.0,0.0,0.6641112565994263,0.4032309055328369,0.3644570410251617,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,1pm,0.7884840965270996,0.5645185708999634,0.4916891455650329,0.0,0.0,0.0,0.0,0.6508244276046753,0.3932608067989349,0.3259866237640381,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,2pm,0.7815892100334167,0.558081328868866,0.4248533248901367,0.0,0.0,0.0,0.0,0.6414824724197388,0.3870407938957214,0.2697230279445648,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,3pm,0.7896057367324829,0.562716007232666,0.3872337639331817,0.0,0.0,0.0,0.0,0.6523541808128357,0.3915134370326996,0.2401053160429,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,4pm,0.7986108064651489,0.574033260345459,0.4596505463123321,0.0,0.0,0.0,0.0,0.6647394299507141,0.4025572836399078,0.2984066605567932,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,5pm,0.779973566532135,0.5537692904472351,0.3805422782897949,0.0,0.0,0.0,0.0,0.639308750629425,0.3829052448272705,0.2349812984466552,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,6pm,0.7738872170448303,0.5502094626426697,0.4399159848690033,0.0,0.0,0.0,0.0,0.6311712861061096,0.3795096278190613,0.2819822430610657,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,7pm,0.7804350852966309,0.5541297793388367,0.4130069315433502,0.0,0.0,0.0,0.0,0.6399291157722473,0.3832500278949737,0.2602449655532837,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,1,8pm,0.7598789930343628,0.5381942391395569,0.4458346664905548,0.0,0.0,0.0,0.0,0.6127458810806274,0.368170827627182,0.2868643701076507,0.0,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,8am,0.7741376757621765,0.5498760342597961,0.7685900330543518,0.6995171308517456,0.0,0.0,0.0,0.6315045952796936,0.379192441701889,0.6241545081138611,0.5378903150558472,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,9am,0.795295238494873,0.5714651942253113,0.7909697890281677,0.7156962156295776,0.0,0.0,0.0,0.6601578593254089,0.4000358879566192,0.6542183756828308,0.557263970375061,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,10am,0.7929106950759888,0.5726675987243652,0.8175715208053589,0.711463451385498,0.0,0.0,0.0,0.6568782925605774,0.4012153148651123,0.6914342045783997,0.5521484613418579,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,11am,0.7891519665718079,0.5684633255004883,0.8003026843070984,0.7034963369369507,0.0,0.0,0.0,0.6517348885536194,0.3971000611782074,0.667087197303772,0.5426103472709656,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,12pm,0.7920793294906616,0.5715141892433167,0.8047885894775391,0.7465012073516846,0.0,0.0,0.0,0.6557378768920898,0.4000838994979858,0.6733441352844238,0.5955340266227722,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,1pm,0.8012898564338684,0.5808780193328857,0.8094063997268677,0.7476857900619507,0.0,0.0,0.0,0.6684600710868835,0.4093221127986908,0.6798343062400818,0.5970432758331299,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,2pm,0.8038756847381592,0.5797818303108215,0.7439122796058655,0.7634350657463074,0.0,0.0,0.0,0.6720670461654663,0.4082343280315399,0.5922454595565796,0.6173837184906006,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,3pm,0.7722938656806946,0.5508993864059448,0.7480886578559875,0.7359104752540588,0.0,0.0,0.0,0.6290543675422668,0.3801664113998413,0.5975571870803833,0.5821663737297058,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,4pm,0.7995344400405884,0.5772749781608582,0.780624508857727,0.7439779043197632,0.0,0.0,0.0,0.6660202741622925,0.4057530164718628,0.6401838064193726,0.592328667640686,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,5pm,0.7674664855003357,0.5420383214950562,0.7550438642501831,0.7468956112861633,0.0,0.0,0.0,0.6226739287376404,0.3717781901359558,0.6064822673797607,0.5960362553596497,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,6pm,0.7594379186630249,0.539595901966095,0.7561674118041992,0.7180073857307434,0.0,0.0,0.0,0.6121724247932434,0.3694839775562286,0.6079334020614624,0.5600713491439819,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,7pm,0.7600448727607727,0.5394942760467529,0.7491450309753418,0.6602826118469238,0.0,0.0,0.0,0.6129615902900696,0.3693886697292328,0.598906397819519,0.4928521513938904,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,2,8pm,0.7550550699234009,0.5360111594200134,0.7590088248252869,0.7214915156364441,0.0,0.0,0.0,0.6064967513084412,0.3661306202411651,0.611615002155304,0.564322829246521,0.0,0.0,0.0
SMS,cgnet,rois,multiclass,1,3,8am,0.7484900951385498,0.534730851650238,0.8058861494064331,0.7083230018615723,0.4119642376899719,0.0,0.0,0.5980696678161621,0.3649369776248932,0.674882173538208,0.5483747124671936,0.2594174742698669,0.0,0.0
SMS,cgnet,rois,multiclass,1,3,9am,0.7889215350151062,0.5704979300498962,0.8246843218803406,0.7490692734718323,0.4716375172138214,0.0,0.0,0.6514206528663635,0.399088591337204,0.7016705274581909,0.598809540271759,0.3085901141166687,0.0,0.0
