Scenario,CNN Model,Input Type,Target Type,Trial,Day,Hour,F1 Score,Jaccard Index,TP,FP,FN,TN
SMS,cgnet,rois,binary,1,5,9am,0.9857425093650818,0.971885859966278,58111,932,749,1884208
SMS,cgnet,rois,binary,1,5,10am,0.987967610359192,0.9762213230133056,58010,563,850,1884577
SMS,cgnet,rois,binary,1,5,11am,0.9865849018096924,0.973525047302246,58099,819,761,1884321
SMS,cgnet,rois,binary,1,5,12pm,0.9865188598632812,0.9733963012695312,58103,831,757,1884309
SMS,cgnet,rois,binary,1,5,1pm,0.9863662123680116,0.9730992317199708,57697,432,1163,1884708
SMS,cgnet,rois,binary,1,5,2pm,0.9878870248794556,0.9760639667510986,57864,423,996,1884717
SMS,cgnet,rois,binary,1,5,3pm,0.9890832304954528,0.9784022569656372,58076,498,784,1884642
SMS,cgnet,rois,binary,1,5,4pm,0.9853727221488952,0.9711672067642212,57968,829,892,1884311
SMS,cgnet,rois,binary,1,5,5pm,0.9869213700294496,0.9741804599761964,58067,746,793,1884394
SMS,cgnet,rois,binary,1,5,6pm,0.987725555896759,0.9757488369941713,58180,766,680,1884374
SMS,cgnet,rois,binary,1,5,7pm,0.9879751801490784,0.97623610496521,58088,642,772,1884498
SMS,cgnet,rois,binary,1,5,8pm,0.9870098829269408,0.9743529558181764,58050,718,810,1884422
SMS,cgnet,rois,binary,1,6,8am,0.9873834252357484,0.9750812649726868,72000,848,992,1870160
SMS,cgnet,rois,binary,1,6,9am,0.9883334040641784,0.9769359230995178,72050,759,942,1870249
SMS,cgnet,rois,binary,1,6,10am,0.9900816082954408,0.9803580045700072,72072,524,920,1870484
SMS,cgnet,rois,binary,1,6,11am,0.990363597869873,0.9809110760688782,72198,611,794,1870397
SMS,cgnet,rois,binary,1,6,12pm,0.9897574186325072,0.9797225594520568,72039,538,953,1870470
SMS,cgnet,rois,binary,1,6,1pm,0.9899483919143676,0.9800968170166016,72092,564,900,1870444
SMS,cgnet,rois,binary,1,6,2pm,0.9894914627075196,0.9792014360427856,72127,667,865,1870341
SMS,cgnet,rois,binary,1,6,3pm,0.9893324375152588,0.978890061378479,72107,670,885,1870338
SMS,cgnet,rois,binary,1,6,4pm,0.9894617199897766,0.97914320230484,72203,749,789,1870259
SMS,cgnet,rois,binary,1,6,5pm,0.989029347896576,0.9782968163490297,72122,730,870,1870278
SMS,cgnet,rois,binary,1,6,6pm,0.9878997206687928,0.97608882188797,72009,781,983,1870227
SMS,cgnet,rois,binary,1,6,7pm,0.9888796806335448,0.978003978729248,72163,794,829,1870214
SMS,cgnet,rois,binary,1,6,8pm,0.9876813292503356,0.9756625294685364,72160,968,832,1870040
SMS,cgnet,rois,binary,1,7,8am,0.9888800978660583,0.97800475358963,84171,1051,842,1857936
SMS,cgnet,rois,binary,1,7,9am,0.9881969690322876,0.9766692519187928,83975,968,1038,1858019
SMS,cgnet,rois,binary,1,7,10am,0.989335834980011,0.9788967370986938,84005,803,1008,1858184
SMS,cgnet,rois,binary,1,7,11am,0.9902583956718444,0.9807047247886658,84219,863,794,1858124
SMS,cgnet,rois,binary,1,7,12pm,0.9906411170959472,0.9814558029174804,84204,782,809,1858205
SMS,cgnet,rois,binary,1,7,1pm,0.9917716979980468,0.9836777448654176,84252,637,761,1858350
SMS,cgnet,rois,binary,1,7,2pm,0.9923352599143982,0.984787106513977,84348,638,665,1858349
SMS,cgnet,rois,binary,1,7,3pm,0.9916158318519592,0.983371078968048,84269,681,744,1858306
SMS,cgnet,rois,binary,1,7,4pm,0.991522490978241,0.98318749666214,84269,697,744,1858290
SMS,cgnet,rois,binary,1,7,5pm,0.9908134937286376,0.9817942380905152,84235,784,778,1858203
SMS,cgnet,rois,binary,1,7,6pm,0.9902989268302916,0.980784237384796,84166,802,847,1858185
SMS,cgnet,rois,binary,1,7,7pm,0.9900764226913452,0.9803478717803956,84256,932,757,1858055
SMS,cgnet,rois,binary,1,7,8pm,0.9886132478713988,0.9774829149246216,84130,1055,883,1857932
SMS,cgnet,rois,binary,1,8,8am,0.9896666407585144,0.9795446395874025,97785,901,1141,1844173
SMS,cgnet,rois,binary,1,8,9am,0.9903510808944702,0.9808866381645204,97866,847,1060,1844227
SMS,cgnet,rois,binary,1,8,10am,0.9917400479316713,0.9836154580116272,97914,619,1012,1844455
SMS,cgnet,rois,binary,1,8,11am,0.9920125007629396,0.9841515421867372,97990,642,936,1844432
SMS,cgnet,rois,binary,1,8,12pm,0.9915346503257751,0.9832113981246948,97978,725,948,1844349
SMS,cgnet,rois,binary,1,8,1pm,0.9904201626777648,0.9810221195220948,97803,769,1123,1844305
SMS,cgnet,rois,binary,1,8,2pm,0.9899510741233826,0.9801020622253418,97922,984,1004,1844090
SMS,cgnet,rois,binary,1,8,3pm,0.948306918144226,0.901695430278778,90624,1578,8302,1843496
SMS,cgnet,rois,binary,1,8,5pm,0.9750518798828124,0.9513182640075684,95187,1132,3739,1843942
SMS,cgnet,rois,binary,1,8,6pm,0.989418089389801,0.9790577292442322,97942,1111,984,1843963
SMS,cgnet,rois,binary,1,8,7pm,0.9898645877838136,0.9799325466156006,97957,1037,969,1844037
SMS,cgnet,rois,binary,1,8,8pm,0.9888137578964232,0.9778749346733092,97721,1006,1205,1844068
SMS,cgnet,rois,binary,1,9,8am,0.9887456297874452,0.977741837501526,109950,1397,1106,1831547
SMS,cgnet,rois,binary,1,9,9am,0.9880713224411012,0.9764237999916076,109793,1388,1263,1831556
SMS,cgnet,rois,binary,1,9,10am,0.9898406863212584,0.9798856973648072,110049,1252,1007,1831692
SMS,cgnet,rois,binary,1,9,11am,0.991723358631134,0.9835826754570008,109937,716,1119,1832228
SMS,cgnet,rois,binary,1,9,12pm,0.9897770881652832,0.979761004447937,109793,1005,1263,1831939
SMS,cgnet,rois,binary,1,9,1pm,0.9917006492614746,0.9835379123687744,109932,716,1124,1832228
SMS,cgnet,rois,binary,1,9,2pm,0.9919118285179138,0.9839534163475036,109944,681,1112,1832263
SMS,cgnet,rois,binary,1,9,3pm,0.9912400245666504,0.9826321601867676,109987,875,1069,1832069
SMS,cgnet,rois,binary,1,9,4pm,0.9896551370620728,0.979522168636322,109873,1114,1183,1831830
SMS,cgnet,rois,binary,1,9,5pm,0.989965319633484,0.9801300168037416,109901,1073,1155,1831871
SMS,cgnet,rois,binary,1,9,6pm,0.990441620349884,0.9810642004013062,109889,954,1167,1831990
SMS,cgnet,rois,binary,1,9,7pm,0.9889196157455444,0.9780820608139038,109509,907,1547,1832037
SMS,cgnet,rois,binary,1,9,8pm,0.989702582359314,0.9796150922775269,110000,1233,1056,1831711
SMS,cgnet,rois,binary,1,10,8am,0.9898863434791564,0.979975163936615,122345,1549,951,1819155
SMS,cgnet,rois,binary,1,10,9am,0.9882896542549132,0.97685045003891,122288,1890,1008,1818814
SMS,cgnet,rois,binary,1,10,11am,0.9902699589729308,0.9807274341583252,122231,1337,1065,1819367
SMS,cgnet,rois,binary,1,10,12pm,0.9910714626312256,0.9823009371757508,122378,1287,918,1819417
SMS,cgnet,rois,binary,1,10,1pm,0.9907293319702148,0.9816290140151978,122363,1357,933,1819347
SMS,cgnet,rois,binary,1,10,2pm,0.991295039653778,0.9827403426170348,122247,1098,1049,1819606
SMS,cgnet,rois,binary,1,10,3pm,0.9876871109008788,0.9756737947463988,122249,2001,1047,1818703
SMS,cgnet,rois,binary,1,10,4pm,0.9872393012046814,0.974800169467926,122315,2181,981,1818523
SMS,cgnet,rois,binary,1,10,5pm,0.9874917268753052,0.9752925038337708,122210,2010,1086,1818694
SMS,cgnet,rois,binary,1,10,6pm,0.9887326955795288,0.9777164459228516,122239,1729,1057,1818975
SMS,cgnet,rois,binary,1,10,7pm,0.9891223311424256,0.9784787893295288,122303,1697,993,1819007
SMS,cgnet,rois,binary,1,10,8pm,0.9889820218086244,0.9782042503356934,122389,1820,907,1818884
SMS,cgnet,rois,binary,1,11,8am,0.9869808554649352,0.9742963314056396,135624,2362,1216,1804798
SMS,cgnet,rois,binary,1,11,9am,0.9866533875465392,0.973658323287964,135653,2483,1187,1804677
SMS,cgnet,rois,binary,1,11,10am,0.9872030019760132,0.9747294187545776,135618,2294,1222,1804866
SMS,cgnet,rois,binary,1,11,11am,0.9876829981803894,0.9756657481193542,135639,2182,1201,1804978
SMS,cgnet,rois,binary,1,11,12pm,0.9888354539871216,0.9779174327850342,135688,1912,1152,1805248
SMS,cgnet,rois,binary,1,11,1pm,0.9887089133262634,0.977669894695282,135770,2031,1070,1805129
SMS,cgnet,rois,binary,1,11,2pm,0.9867638945579528,0.9738735556602478,135608,2406,1232,1804754
SMS,cgnet,rois,binary,1,11,3pm,0.9873015880584716,0.974921703338623,135674,2324,1166,1804836
SMS,cgnet,rois,binary,1,11,4pm,0.9869864583015442,0.9743072390556335,135721,2460,1119,1804700
SMS,cgnet,rois,binary,1,11,5pm,0.9870063662528992,0.9743461012840272,135552,2281,1288,1804879
SMS,cgnet,rois,binary,1,11,6pm,0.9870309233665466,0.9743939638137816,135698,2424,1142,1804736
SMS,cgnet,rois,binary,1,11,7pm,0.9879800081253052,0.9762454628944396,135621,2081,1219,1805079
SMS,cgnet,rois,binary,1,11,8pm,0.9877582788467408,0.9758126735687256,135717,2241,1123,1804919
SMS,cgnet,rois,binary,1,12,8am,0.9856268167495728,0.9716609716415404,147297,2971,1325,1792407
SMS,cgnet,rois,binary,1,12,9am,0.9734987616539,0.9483659267425536,147763,7186,859,1788192
SMS,cgnet,rois,binary,1,12,10am,0.9927323460578918,0.9855695962905884,147729,1270,893,1794108
SMS,cgnet,rois,binary,1,12,11am,0.9915772676467896,0.9832952618598938,147629,1515,993,1793863
SMS,cgnet,rois,binary,1,12,12pm,0.9919497966766356,0.984028160572052,147495,1267,1127,1794111
SMS,cgnet,rois,binary,1,12,1pm,0.9932985305786132,0.9866862893104552,147628,998,994,1794380
SMS,cgnet,rois,binary,1,12,2pm,0.9932838082313538,0.9866572022438048,147672,1047,950,1794331
SMS,cgnet,rois,binary,1,12,3pm,0.9860073924064636,0.9724010229110718,147451,3014,1171,1792364
SMS,cgnet,rois,binary,1,12,4pm,0.9775646924972534,0.9561139941215516,147515,5664,1107,1789714
SMS,cgnet,rois,binary,1,12,5pm,0.9848009943962096,0.9700570702552797,147438,3367,1184,1792011
SMS,cgnet,rois,binary,1,12,6pm,0.9863744974136353,0.9731152653694152,147498,2951,1124,1792427
SMS,cgnet,rois,binary,1,12,7pm,0.9858086705207824,0.972014546394348,147024,2635,1598,1792743
SMS,cgnet,rois,binary,1,12,8pm,0.9847103953361512,0.969881236553192,147517,3476,1105,1791902
SMS,cgnet,rois,binary,1,13,8am,0.981915295124054,0.9644730091094972,154470,4321,1369,1783840
SMS,cgnet,rois,binary,1,13,9am,0.9762032628059388,0.9535127878189088,154409,6098,1430,1782063
SMS,cgnet,rois,binary,1,13,10am,0.9784229397773744,0.9577573537826538,154651,5633,1188,1782528
SMS,cgnet,rois,binary,1,13,11am,0.982830822467804,0.9662412405014038,154587,4149,1252,1784012
SMS,cgnet,rois,binary,1,13,12pm,0.9917988777160645,0.983731210231781,154494,1210,1345,1786951
SMS,cgnet,rois,binary,1,13,1pm,0.9807971715927124,0.9623178839683532,154708,4927,1131,1783234
SMS,cgnet,rois,binary,1,13,2pm,0.9799944758415222,0.9607737064361572,154723,5201,1116,1782960
SMS,cgnet,rois,binary,1,13,3pm,0.979971706867218,0.9607298970222472,154690,5174,1149,1782987
SMS,cgnet,rois,binary,1,13,4pm,0.9779101610183716,0.9567751288414,154656,5804,1183,1782357
SMS,cgnet,rois,binary,1,13,5pm,0.9792136549949646,0.959273874759674,154516,5237,1323,1782924
SMS,cgnet,rois,binary,1,13,6pm,0.9787902235984802,0.9584614634513856,154619,5481,1220,1782680
SMS,cgnet,rois,binary,1,13,7pm,0.9779879450798036,0.9569241404533386,154682,5806,1157,1782355
SMS,cgnet,rois,binary,1,13,8pm,0.9786552786827089,0.9582027792930604,154721,5631,1118,1782530
SMS,cgnet,rois,binary,1,14,9am,0.976399302482605,0.953886866569519,163542,6198,1708,1772552
SMS,cgnet,rois,binary,1,14,10am,0.9808570742607116,0.9624332785606384,163605,4741,1645,1774009
SMS,cgnet,rois,binary,1,14,11am,0.9834285974502563,0.9673974514007568,163703,3970,1547,1774780
SMS,cgnet,rois,binary,1,14,12pm,0.9787183403968812,0.95832359790802,163651,5518,1599,1773232
SMS,cgnet,rois,binary,1,14,1pm,0.9781941175460817,0.957318902015686,163736,5786,1514,1772964
SMS,cgnet,rois,binary,1,14,2pm,0.9788227677345276,0.95852392911911,163667,5499,1583,1773251
SMS,cgnet,rois,binary,1,14,3pm,0.9786185622215272,0.958132266998291,163809,5717,1441,1773033
SMS,cgnet,rois,binary,1,14,4pm,0.9792544841766356,0.9593522548675536,163866,5559,1384,1773191
SMS,cgnet,rois,binary,1,14,5pm,0.9777517318725586,0.9564719200134276,163660,5858,1590,1772892
SMS,cgnet,rois,binary,1,14,6pm,0.9791167974472046,0.9590879678726196,163794,5531,1456,1773219
SMS,cgnet,rois,binary,1,14,7pm,0.9793299436569214,0.9594971537590028,163790,5454,1460,1773296
SMS,cgnet,rois,binary,1,14,8pm,0.9795933961868286,0.9600030183792114,163837,5413,1413,1773337
SMS,cgnet,rois,binary,1,15,8am,0.9787814021110536,0.9584445357322692,170583,5700,1696,1766021
SMS,cgnet,rois,binary,1,15,9am,0.981338620185852,0.9633609652519226,170512,4718,1767,1767003
SMS,cgnet,rois,binary,1,15,10am,0.9820534586906432,0.9647396802902222,170620,4577,1659,1767144
SMS,cgnet,rois,binary,1,15,11am,0.9816215634346008,0.9639065265655518,170677,4789,1602,1766932
SMS,cgnet,rois,binary,1,15,12pm,0.979809820652008,0.9604188203811646,170604,5356,1675,1766365
SMS,cgnet,rois,binary,1,15,1pm,0.979196548461914,0.9592410326004028,170578,5547,1701,1766174
SMS,cgnet,rois,binary,1,15,2pm,0.980108082294464,0.9609920978546144,170603,5249,1676,1766472
SMS,cgnet,rois,binary,1,15,3pm,0.9803078174591064,0.9613761901855468,170701,5280,1578,1766441
SMS,cgnet,rois,binary,1,15,4pm,0.9784577488899232,0.9578239917755128,170508,5737,1771,1765984
SMS,cgnet,rois,binary,1,15,5pm,0.9791164994239808,0.9590874314308168,170590,5588,1689,1766133
SMS,cgnet,rois,binary,1,15,6pm,0.9791530966758728,0.959157645702362,170708,5698,1571,1766023
SMS,cgnet,rois,binary,1,15,7pm,0.9781588912010192,0.9572514295578004,170542,5879,1737,1765842
SMS,cgnet,rois,binary,1,15,8pm,0.9781513214111328,0.9572370052337646,170661,6006,1618,1765715
SMS,cgnet,rois,binary,1,16,9am,0.9815384149551392,0.9637460708618164,184913,5173,1783,1752131
SMS,cgnet,rois,binary,1,16,10am,0.9895535707473756,0.9793230891227722,184953,2162,1743,1755142
SMS,cgnet,rois,binary,1,16,11am,0.9799739122390748,0.9607341289520264,185096,5965,1600,1751339
SMS,cgnet,rois,binary,1,16,12pm,0.980249524116516,0.9612640738487244,185151,5916,1545,1751388
SMS,cgnet,rois,binary,1,16,1pm,0.9794265627861024,0.9596825838088988,185260,6347,1436,1750957
SMS,cgnet,rois,binary,1,16,2pm,0.9793323278427124,0.9595016837120056,185227,6349,1469,1750955
SMS,cgnet,rois,binary,1,16,3pm,0.978667378425598,0.9582259058952332,185135,6510,1561,1750794
SMS,cgnet,rois,binary,1,16,4pm,0.9773570895195008,0.9557168483734132,185022,6899,1674,1750405
SMS,cgnet,rois,binary,1,16,5pm,0.9781869053840636,0.9573051333427428,185206,6770,1490,1750534
SMS,cgnet,rois,binary,1,16,6pm,0.9778538346290588,0.9566673040390016,185140,6830,1556,1750474
SMS,cgnet,rois,binary,1,16,7pm,0.977536678314209,0.9560603499412536,185143,6956,1553,1750348
SMS,cgnet,rois,binary,1,16,8pm,0.9779737591743468,0.9568969011306764,185194,6840,1502,1750464
SMS,cgnet,rois,binary,1,17,8am,0.9791624546051024,0.9591755867004396,193271,6332,1894,1742503
SMS,cgnet,rois,binary,1,17,9am,0.978338897228241,0.9575963616371156,193332,6728,1833,1742107
SMS,cgnet,rois,binary,1,17,10am,0.98158860206604,0.9638429284095764,193504,5598,1661,1743237
SMS,cgnet,rois,binary,1,17,11am,0.9791685342788696,0.9591872096061708,193446,6512,1719,1742323
SMS,cgnet,rois,binary,1,17,12pm,0.9794188737869264,0.9596678018569946,193446,6411,1719,1742424
SMS,cgnet,rois,binary,1,17,1pm,0.9898180961608888,0.979841411113739,193017,1823,2148,1747012
SMS,cgnet,rois,binary,1,17,2pm,0.9886299967765808,0.977515697479248,193118,2395,2047,1746440
SMS,cgnet,rois,binary,1,17,3pm,0.979260504245758,0.95936381816864,193142,6158,2023,1742677
SMS,cgnet,rois,binary,1,17,4pm,0.9791383147239684,0.959129273891449,193606,6691,1559,1742144
SMS,cgnet,rois,binary,1,17,5pm,0.9794646501541138,0.9597557783126832,193505,6454,1660,1742381
SMS,cgnet,rois,binary,1,17,6pm,0.9776305556297302,0.9562400579452516,193346,7029,1819,1741806
SMS,cgnet,rois,binary,1,17,7pm,0.9777806997299194,0.9565273523330688,193274,6893,1891,1741942
SMS,cgnet,rois,binary,1,17,8pm,0.9787635207176208,0.9584103226661682,193527,6760,1638,1742075
SMS,cgnet,rois,binary,1,18,8am,0.9767648577690125,0.9545850157737732,198610,7317,2132,1735941
SMS,cgnet,rois,binary,1,18,9am,0.9775699377059937,0.9561240077018738,198891,7276,1851,1735982
SMS,cgnet,rois,binary,1,18,10am,0.9791619777679444,0.9591746926307678,198929,6654,1813,1736604
SMS,cgnet,rois,binary,1,18,11am,0.9837502837181092,0.96802020072937,198721,4544,2021,1738714
SMS,cgnet,rois,binary,1,18,12pm,0.9895730018615724,0.9793612360954284,198399,1838,2343,1741420
SMS,cgnet,rois,binary,1,18,1pm,0.9903720617294312,0.9809277653694152,198374,1489,2368,1741769
SMS,cgnet,rois,binary,1,18,2pm,0.9803208112716676,0.9614012241363524,198887,6130,1855,1737128
SMS,cgnet,rois,binary,1,18,3pm,0.9798910617828368,0.9605749249458312,198766,6182,1976,1737076
SMS,cgnet,rois,binary,1,18,4pm,0.984046995639801,0.9685949683189392,198746,4448,1996,1738810
SMS,cgnet,rois,binary,1,18,5pm,0.9765685200691224,0.9542099833488464,198448,7229,2294,1736029
SMS,cgnet,rois,binary,1,18,6pm,0.9779006838798524,0.9567570090293884,198728,6968,2014,1736290
SMS,cgnet,rois,binary,1,18,7pm,0.9787655472755432,0.9584141373634338,198731,6612,2011,1736646
SMS,cgnet,rois,binary,1,18,8pm,0.9779510498046876,0.956853449344635,198926,7154,1816,1736104
SMS,cgnet,rois,binary,1,19,9am,0.9760763049125672,0.9532705545425416,207119,7781,2372,1726728
SMS,cgnet,rois,binary,1,19,10am,0.9763952493667604,0.953879177570343,207401,7938,2090,1726571
SMS,cgnet,rois,binary,1,19,11am,0.9767183065414428,0.9544960856437684,207328,7721,2163,1726788
SMS,cgnet,rois,binary,1,19,12pm,0.9765053987503052,0.9540894031524658,207212,7692,2279,1726817
SMS,cgnet,rois,binary,1,19,1pm,0.976653814315796,0.9543728828430176,207160,7573,2331,1726936
SMS,cgnet,rois,binary,1,19,2pm,0.9758029580116272,0.952749252319336,207182,7966,2309,1726543
SMS,cgnet,rois,binary,1,19,3pm,0.9761233329772948,0.9533602595329284,207169,7813,2322,1726696
SMS,cgnet,rois,binary,1,19,4pm,0.9769966006278992,0.95502769947052,207390,7665,2101,1726844
SMS,cgnet,rois,binary,1,19,5pm,0.9759431481361388,0.9530165791511536,207263,7990,2228,1726519
SMS,cgnet,rois,binary,1,19,6pm,0.9760055541992188,0.95313560962677,207307,8009,2184,1726500
SMS,cgnet,rois,binary,1,20,8am,0.9777499437332152,0.9564684629440308,213786,7417,2313,1720484
SMS,cgnet,rois,binary,1,20,9am,0.9794070720672609,0.95964515209198,213641,6526,2458,1721375
SMS,cgnet,rois,binary,1,20,10am,0.9776881337165833,0.9563502073287964,214013,7682,2086,1720219
SMS,cgnet,rois,binary,1,20,11am,0.983950138092041,0.9684073328971864,213467,4332,2632,1723569
SMS,cgnet,rois,binary,1,20,12pm,0.9850747585296632,0.9705885052680968,213710,4087,2389,1723814
SMS,cgnet,rois,binary,1,20,1pm,0.9788973927497864,0.9586670398712158,214032,7161,2067,1720740
SMS,cgnet,rois,binary,1,20,2pm,0.9811294674873352,0.9629579782485962,213768,5892,2331,1722009
SMS,cgnet,rois,binary,1,20,3pm,0.9787045121192932,0.9582971334457396,213867,7075,2232,1720826
SMS,cgnet,rois,binary,1,20,4pm,0.9785788655281068,0.9580562114715576,213910,7176,2189,1720725
SMS,cgnet,rois,binary,1,20,5pm,0.9767415523529052,0.9545403718948364,213545,7616,2554,1720285
SMS,cgnet,rois,binary,1,20,7pm,0.9778311848640442,0.9566240310668944,213926,7527,2173,1720374
SMS,cgnet,rois,binary,1,20,8pm,0.977049708366394,0.9551292061805724,213905,7855,2194,1720046
SMS,cgnet,rois,binary,1,21,8am,0.938779890537262,0.884623110294342,4401,99,475,1939025
SMS,cgnet,rois,binary,1,21,9am,0.9340025782585144,0.8761771321296692,4373,115,503,1939009
SMS,cgnet,rois,binary,1,21,10am,0.934651792049408,0.877320408821106,4348,80,528,1939044
SMS,cgnet,rois,binary,1,21,11am,0.9253894090652466,0.8611392378807068,4248,57,628,1939067
SMS,cgnet,rois,binary,1,21,12pm,0.934725821018219,0.8774510025978088,4296,20,580,1939104
SMS,cgnet,rois,binary,1,21,1pm,0.937798023223877,0.8828810453414917,4327,25,549,1939099
SMS,cgnet,rois,binary,1,21,2pm,0.9412909746170044,0.8890931606292725,4353,20,523,1939104
SMS,cgnet,rois,binary,1,21,3pm,0.9380741119384766,0.8833706378936768,4340,37,536,1939087
SMS,cgnet,rois,binary,1,21,4pm,0.9441986083984376,0.8942956328392029,4374,15,502,1939109
SMS,cgnet,rois,binary,1,21,5pm,0.9326469302177428,0.8737941980361938,4348,100,528,1939024
SMS,cgnet,rois,binary,1,21,6pm,0.9381344318389891,0.8834775686264038,4390,93,486,1939031
SMS,cgnet,rois,binary,1,21,7pm,0.940089225769043,0.8869512677192688,4425,113,451,1939011
